xOrder_ID,Customer_ID,Customer_Name,Order_Date,Product,Quantity,Price,Discount,Total_Amount,Payment_Method,Shipping_Address,Status
1583,C001,John Doe,2023-06-21,Mouse,1,50,0.29,35.5,Credit Card,"Boston, MA",Cancelled
1584,C009,James Taylor,2023-06-20,Phone,1,800,0.15,680.0,Bank Transfer,"Houston, TX",Pending
1585,C006,Emma Davis,2023-09-24,Printer,1,250,0.18,205.0,PayPal,"Chicago, IL",Shipped
1586,C002,Jane Smith,2023-05-18,Mouse,1,50,0.16,42.0,,"Chicago, IL",Shipped
1587,C007,David Wilson,2023-12-10,Camera,3,600,0.1,1620.0,PayPal,"Seattle, WA",Shipped
1587,C007,David Wilson,2023-12-10,Camera,3,600,0.1,1620.0,PayPal,"Seattle, WA",Shipped
1588,C004,Alice Brown,2023-12-20,Headphones,1,150,0.12,132.0,Cryptocurrency,,Delivered
1589,C003,Bob Johnson,2023-12-22,Mouse,1,50,0.21,39.5,,"New York, NY",Shipped
1590,C006,Emma Davis,2023-01-23,Camera,3,600,0.24,1368.0,Cryptocurrency,"Houston, TX",Delivered
1591,C004,Alice Brown,2023-01-05,Printer,5,250,0.02,1225.0,Bank Transfer,"Miami, FL",Pending
1592,C001,John Doe,2023-11-28,Laptop,3,1200,0.23,2772.0,,"San Francisco, CA",Returned
1593,C007,David Wilson,2023-02-22,Laptop,5,1200,0.26,4440.0,Cryptocurrency,"Denver, CO",Pending
1594,C003,Bob Johnson,2023-01-30,Headphones,4,150,0.14,516.0,Credit Card,"San Francisco, CA",Delivered
1595,C008,Olivia Martinez,2023-11-07,Keyboard,2,100,0.06,188.0,PayPal,"Atlanta, GA",Delivered
1596,C003,Bob Johnson,2023-12-11,Phone,2,800,0.27,1168.0,,"Seattle, WA",Shipped
1597,C003,Bob Johnson,2023-08-01,Laptop,1,1200,0.23,924.0,Credit Card,,Cancelled
1597,C003,Bob Johnson,2023-08-01,Laptop,1,1200,0.23,924.0,Credit Card,,Cancelled
1598,C009,James Taylor,2023-06-16,Printer,4,250,0.0,1000.0,Cryptocurrency,"Boston, MA",Delivered
1598,C009,James Taylor,2023-06-16,Printer,4,250,0.0,1000.0,Cryptocurrency,"Boston, MA",Delivered
1599,C003,Bob Johnson,2024-02-30,Monitor,1,300,0.05,285.0,Credit Card,"San Francisco, CA",Returned
1600,C007,David Wilson,2023-04-01,Smartwatch,2,200,0.09,364.0,PayPal,"Atlanta, GA",Delivered
1601,C006,Emma Davis,2023-02-10,Tablet,3,500,0.09,1365.0,Cryptocurrency,"Miami, FL",Shipped
1602,C003,Bob Johnson,2023-03-20,Mouse,1,50,0.3,35.0,PayPal,"Seattle, WA",Delivered
1603,C006,Emma Davis,2023-03-27,Smartwatch,3,200,0.11,534.0,Bank Transfer,"Boston, MA",Returned
1604,C002,,2024-02-30,Mouse,3,50,0.06,141.0,Bank Transfer,"Chicago, IL",Pending
1605,C005,Charlie White,2023-11-27,Camera,4,600,0.2,1920.0,Cryptocurrency,"San Francisco, CA",Delivered
1606,C007,David Wilson,2023-03-25,Laptop,5,1200,0.07,5580.0,Credit Card,"Los Angeles, CA",Cancelled
1607,C006,Emma Davis,2023-04-07,Laptop,1,1200,0.0,1200.0,Credit Card,"Denver, CO",Returned
1608,C005,Charlie White,2023-02-22,Mouse,2,50,0.15,85.0,Credit Card,"Miami, FL",Pending
1609,C005,Charlie White,2023-11-10,Monitor,2,300,0.29,426.0,,"Boston, MA",Pending
1610,C007,David Wilson,2023-08-14,Monitor,2,300,0.22,468.0,Credit Card,"Miami, FL",Pending
1611,C001,John Doe,2023-02-25,Keyboard,5,100,0.02,490.0,PayPal,"Seattle, WA",Pending
1612,C001,John Doe,2023-01-13,Smartwatch,2,200,0.18,328.0,PayPal,"Seattle, WA",Pending
1613,C006,Emma Davis,2023-03-24,Phone,4,800,0.25,1734.62,Cryptocurrency,"Denver, CO",Delivered
1614,C006,Emma Davis,2023-12-23,Laptop,3,1200,0.15,3060.0,Bank Transfer,"Atlanta, GA",Returned
1614,C006,Emma Davis,2023-12-23,Laptop,3,1200,0.15,3060.0,Bank Transfer,"Atlanta, GA",Returned
1615,C002,,2023-10-11,Monitor,1,300,0.0,300.0,Bank Transfer,"New York, NY",Pending
1616,C006,Emma Davis,2023-09-20,Mouse,2,50,0.22,78.0,,"Los Angeles, CA",Shipped
1617,C006,Emma Davis,2023-09-14,Keyboard,5,100,0.09,455.0,Bank Transfer,"Chicago, IL",Pending
1618,C002,Jane Smith,2023-11-10,Phone,5,800,0.09,3640.0,Bank Transfer,,Shipped
1619,C002,Jane Smith,2023-09-05,Tablet,3,500,0.09,1365.0,Bank Transfer,"Houston, TX",Cancelled
1620,C009,James Taylor,2023-01-29,Mouse,3,50,0.11,133.5,,"Los Angeles, CA",Shipped
1621,C001,John Doe,2023-04-22,Monitor,2,300,0.2,480.0,Credit Card,"New York, NY",Cancelled
1622,C007,David Wilson,2023-07-13,Monitor,2,300,0.07,558.0,Credit Card,"Boston, MA",Pending
1623,C005,Charlie White,2023-01-05,Phone,4,800,0.02,3136.0,PayPal,"Seattle, WA",Delivered
1624,C002,Jane Smith,2023-01-28,Tablet,4,500,0.06,1880.0,Bank Transfer,"Denver, CO",Returned
1625,C004,Alice Brown,2023-09-26,Tablet,1,500,0.13,435.0,Bank Transfer,"Miami, FL",Returned
1626,C005,Charlie White,2023-06-25,Keyboard,4,100,0.22,312.0,Cryptocurrency,"New York, NY",Shipped
1627,C004,Alice Brown,2023-05-18,Tablet,2,500,0.04,960.0,Cryptocurrency,,Cancelled
1628,C002,Jane Smith,2023-09-07,Mouse,5,50,0.09,227.5,Bank Transfer,"Houston, TX",Returned
1629,C001,John Doe,2023-11-11,Printer,4,250,0.07,930.0,Bank Transfer,"Boston, MA",Delivered
1630,C004,Alice Brown,2023-09-14,Camera,4,600,0.04,2304.0,Cryptocurrency,"Denver, CO",Shipped
1631,C001,John Doe,2023-09-02,Headphones,4,150,0.13,522.0,Bank Transfer,"New York, NY",Cancelled
1632,C004,Alice Brown,2023-07-15,Tablet,2,500,0.21,790.0,Credit Card,"Chicago, IL",Shipped
1633,C008,Olivia Martinez,2023-10-20,Laptop,4,1200,0.23,3696.0,Bank Transfer,"Houston, TX",Returned
1634,C009,James Taylor,2023-05-13,Monitor,5,300,0.06,1410.0,PayPal,"Boston, MA",Returned
1634,C009,James Taylor,2023-05-13,Monitor,5,300,0.06,1410.0,PayPal,"Boston, MA",Returned
1635,C006,Emma Davis,2023-04-05,Laptop,5,1200,0.53,2820.0,Credit Card,"Chicago, IL",Shipped
1636,C009,James Taylor,2023-12-02,Camera,4,600,0.0,2400.0,,"Chicago, IL",Delivered
1637,C002,Jane Smith,2023-02-28,Phone,4,800,0.21,2528.0,Cryptocurrency,"Chicago, IL",Cancelled
1638,C006,Emma Davis,2023-06-25,Printer,1,250,0.1,225.0,PayPal,"New York, NY",Cancelled
1639,C007,David Wilson,2023-07-22,Camera,1,600,0.08,552.0,,"Denver, CO",Cancelled
1640,C006,Emma Davis,2023-08-23,Monitor,5,300,0.03,1455.0,Cryptocurrency,"New York, NY",Delivered
1641,C008,,2023-07-27,Headphones,2,150,0.05,285.0,PayPal,"San Francisco, CA",Returned
1642,C001,John Doe,2023-06-25,Mouse,3,50,0.18,123.0,PayPal,"Boston, MA",Returned
1643,C005,Charlie White,2023-09-20,Mouse,2,50,0.22,78.0,Credit Card,"San Francisco, CA",Returned
1644,C006,Emma Davis,2023-01-04,Smartwatch,5,200,0.23,770.0,,"Boston, MA",Returned
1645,C004,Alice Brown,2023-10-18,Camera,3,600,0.12,1584.0,Cryptocurrency,"Miami, FL",Cancelled
1646,C003,Bob Johnson,2023-12-13,Phone,4,800,0.22,2496.0,,"Denver, CO",Pending
1647,C007,David Wilson,2023-01-17,Phone,5,800,0.02,3920.0,Credit Card,"Chicago, IL",Cancelled
1648,C004,Alice Brown,2023-06-28,Keyboard,1,100,0.09,91.0,Cryptocurrency,"Miami, FL",Cancelled
1649,C002,Jane Smith,2023-06-10,Mouse,5,50,0.22,195.0,Credit Card,"Houston, TX",Shipped
1649,C002,Jane Smith,2023-06-10,Mouse,5,50,0.22,195.0,Credit Card,"Houston, TX",Shipped
1650,C009,James Taylor,2023-08-29,Camera,5,600,0.29,2130.0,,"Seattle, WA",Pending
1651,C009,James Taylor,2023-01-02,Keyboard,2,100,0.04,192.0,Cryptocurrency,"Houston, TX",Shipped
1652,C008,Olivia Martinez,2023-04-13,Headphones,5,150,0.23,306.47,PayPal,"Atlanta, GA",Returned
1653,C002,Jane Smith,2023-01-04,Laptop,3,1200,0.29,2556.0,,,Delivered
1654,C007,,2023-09-26,Keyboard,5,100,0.08,460.0,Credit Card,"Chicago, IL",Returned
1655,C007,David Wilson,2023-09-21,Camera,2,600,0.12,1056.0,Bank Transfer,"New York, NY",Returned
1655,C007,David Wilson,2023-09-21,Camera,2,600,0.12,1056.0,Bank Transfer,"New York, NY",Returned
1656,C005,Charlie White,2023-03-15,Monitor,5,300,0.11,1335.0,Credit Card,"Atlanta, GA",Shipped
1657,C003,Bob Johnson,2023-08-08,Tablet,3,500,0.19,1215.0,Bank Transfer,"Atlanta, GA",Cancelled
1658,C010,Sophia Anderson,2023-11-30,Printer,1,250,0.03,242.5,Cryptocurrency,,Delivered
1659,C002,Jane Smith,2023-09-21,Smartwatch,4,200,0.15,680.0,Credit Card,"Seattle, WA",Pending
1660,C005,Charlie White,2023-08-19,Phone,4,800,0.2,2560.0,Credit Card,"San Francisco, CA",Cancelled
1661,C005,Charlie White,2023-10-12,Monitor,3,300,0.26,965.18,Bank Transfer,"Chicago, IL",Delivered
1662,C009,James Taylor,2023-10-21,Tablet,2,500,0.12,880.0,Bank Transfer,"New York, NY",Cancelled
1663,C009,James Taylor,2023-07-27,Phone,5,800,0.14,3440.0,,"Denver, CO",Delivered
1664,C002,Jane Smith,2023-07-01,Headphones,3,150,0.07,418.5,Credit Card,"Chicago, IL",Delivered
1665,C010,Sophia Anderson,2023-07-05,Keyboard,3,100,0.12,264.0,Cryptocurrency,"Miami, FL",Returned
1666,C002,Jane Smith,2023-10-25,Phone,5,800,0.01,3960.0,Bank Transfer,"Denver, CO",Cancelled
1667,C001,John Doe,2023-07-14,Mouse,5,50,0.14,215.0,,"New York, NY",Returned
1668,C005,Charlie White,2023-09-04,Laptop,4,1200,0.29,3408.0,Cryptocurrency,"Atlanta, GA",Returned
1669,C008,Olivia Martinez,2023-03-31,Mouse,2,50,0.29,71.0,Cryptocurrency,"San Francisco, CA",Delivered
1670,C004,Alice Brown,2023-08-07,Smartwatch,4,200,0.11,712.0,Credit Card,"San Francisco, CA",Returned
1671,C003,Bob Johnson,2023-09-17,Keyboard,4,100,0.01,396.0,Cryptocurrency,"New York, NY",Shipped
1672,C007,David Wilson,2023-07-03,Keyboard,3,100,0.06,282.0,Credit Card,"Denver, CO",Cancelled
1673,C007,David Wilson,2023-01-21,Laptop,4,1200,0.04,4608.0,Cryptocurrency,,Pending
1674,C007,David Wilson,2023-10-16,Laptop,5,1200,0.14,5160.0,Credit Card,"Denver, CO",Shipped
1675,C004,Alice Brown,2023-02-10,Camera,4,600,0.03,2328.0,Credit Card,"Miami, FL",Shipped
1676,C007,David Wilson,2023-11-29,Mouse,4,50,0.15,170.0,,"New York, NY",Returned
1677,C003,Bob Johnson,2023-10-08,Printer,1,250,0.04,240.0,Cryptocurrency,,Delivered
1678,C004,Alice Brown,2023-01-13,Headphones,5,150,0.04,720.0,,,Delivered
1679,C004,Alice Brown,2023-12-30,Keyboard,4,100,0.16,336.0,PayPal,"Seattle, WA",Delivered
1680,C010,Sophia Anderson,2023-06-29,Keyboard,3,100,0.26,222.0,Credit Card,"Miami, FL",Delivered
1681,C005,Charlie White,2023-08-03,Keyboard,2,100,0.27,146.0,PayPal,,Cancelled
1682,C008,,2023-04-09,Phone,3,800,0.18,1968.0,Credit Card,"Los Angeles, CA",Delivered
1683,C008,Olivia Martinez,2023-11-28,Phone,2,800,0.24,1216.0,Cryptocurrency,"Chicago, IL",Shipped
1684,C007,David Wilson,2023-10-30,Smartwatch,1,200,0.1,180.0,Cryptocurrency,"Los Angeles, CA",Pending
1685,C005,Charlie White,2023-04-09,Tablet,5,500,0.2,2000.0,PayPal,"Houston, TX",Shipped
1686,C002,Jane Smith,2023-12-20,Keyboard,5,100,0.06,470.0,Credit Card,"Los Angeles, CA",Returned
1687,C007,David Wilson,2023-12-25,Smartwatch,1,200,0.12,176.0,,"Seattle, WA",Shipped
1688,C002,Jane Smith,2023-10-20,Phone,1,800,0.25,600.0,,"Los Angeles, CA",Returned
1689,C006,Emma Davis,2023-09-26,Phone,4,800,0.03,3104.0,PayPal,"Los Angeles, CA",Cancelled
1690,C001,John Doe,2023-07-11,Keyboard,2,100,0.04,192.0,,"Seattle, WA",Returned
1691,C009,James Taylor,2023-11-23,Keyboard,1,100,0.28,72.0,Bank Transfer,"Miami, FL",Returned
1692,C001,John Doe,2023-10-06,Phone,5,800,0.25,3000.0,Bank Transfer,"Boston, MA",Cancelled
1693,C001,John Doe,2023-11-02,Headphones,1,150,0.28,149.11,Credit Card,"Atlanta, GA",Pending
1694,C008,Olivia Martinez,2023-12-07,Laptop,2,1200,0.03,2328.0,Credit Card,"Seattle, WA",Cancelled
1695,C001,John Doe,2023-01-21,Mouse,3,50,0.09,136.5,PayPal,"Los Angeles, CA",Cancelled
1696,C005,Charlie White,2023-06-02,Phone,3,800,0.22,1872.0,Cryptocurrency,"Houston, TX",Returned
1697,C003,Bob Johnson,2023-12-20,Monitor,3,300,0.11,801.0,PayPal,"Boston, MA",Delivered
1698,C006,Emma Davis,2023-01-31,Smartwatch,1,200,0.07,186.0,,"Los Angeles, CA",Cancelled
1699,C006,Emma Davis,2023-01-27,Camera,1,600,0.02,588.0,Credit Card,"Atlanta, GA",Cancelled
1700,C010,Sophia Anderson,2023-01-26,Phone,5,800,0.27,2920.0,Credit Card,"Atlanta, GA",Shipped
1700,C010,Sophia Anderson,2023-01-26,Phone,5,800,0.27,2920.0,Credit Card,"Atlanta, GA",Shipped
1701,C001,John Doe,2023-09-23,Printer,1,250,0.03,242.5,PayPal,"Chicago, IL",Shipped
1702,C009,James Taylor,2023-11-16,Mouse,5,50,0.17,207.5,PayPal,"San Francisco, CA",Cancelled
1702,C009,James Taylor,2023-11-16,Mouse,5,50,0.17,207.5,PayPal,"San Francisco, CA",Cancelled
1703,C005,Charlie White,2023-07-28,Monitor,5,300,0.25,1125.0,Credit Card,"New York, NY",Delivered
1704,C007,David Wilson,2023-03-02,Laptop,3,1200,0.13,3132.0,Credit Card,"Denver, CO",Shipped
1705,C007,David Wilson,2023-06-17,Monitor,3,300,0.19,729.0,,"San Francisco, CA",Delivered
1706,C004,Alice Brown,2023-11-20,Smartwatch,5,200,0.16,840.0,Credit Card,"Atlanta, GA",Pending
1706,C004,Alice Brown,2023-11-20,Smartwatch,5,200,0.16,840.0,Credit Card,"Atlanta, GA",Pending
1707,C001,John Doe,2023-09-13,Keyboard,2,100,0.24,167.4,Credit Card,"Houston, TX",Pending
1708,C002,Jane Smith,2023-12-25,Mouse,1,50,0.03,48.5,,"San Francisco, CA",Cancelled
1709,C009,James Taylor,2023-04-25,Keyboard,2,100,0.03,194.0,PayPal,"Houston, TX",Delivered
1710,C010,Sophia Anderson,2023-09-17,Printer,5,250,0.08,1150.0,Credit Card,"Seattle, WA",Pending
1711,C010,Sophia Anderson,2023-09-30,Camera,2,600,0.23,924.0,Bank Transfer,"New York, NY",Delivered
1712,C003,Bob Johnson,2023-10-23,Keyboard,3,100,0.02,294.0,Cryptocurrency,"Chicago, IL",Delivered
1712,C003,Bob Johnson,2023-10-23,Keyboard,3,100,0.02,294.0,Cryptocurrency,"Chicago, IL",Delivered
1713,C001,John Doe,2023-01-25,Phone,5,800,0.05,3800.0,Bank Transfer,"Los Angeles, CA",Returned
1714,C003,Bob Johnson,2023-08-03,Printer,4,250,0.21,790.0,Credit Card,"Miami, FL",Shipped
1715,C002,Jane Smith,2023-05-16,Smartwatch,4,200,0.2,640.0,Cryptocurrency,"Boston, MA",Pending
1716,C006,Emma Davis,2023-05-05,Headphones,1,150,0.08,83.0,Bank Transfer,"Houston, TX",Cancelled
1717,C002,Jane Smith,2023-02-22,Camera,1,600,0.06,564.0,Cryptocurrency,"Los Angeles, CA",Pending
1718,C005,Charlie White,2023-09-16,Keyboard,4,100,0.53,188.0,Credit Card,"Seattle, WA",Returned
1719,C010,Sophia Anderson,2023-03-13,Headphones,1,150,0.03,145.5,Cryptocurrency,"Houston, TX",Delivered
1720,C008,Olivia Martinez,2023-07-11,Headphones,4,150,0.12,528.0,PayPal,"Seattle, WA",Pending
1721,C007,David Wilson,2023-08-22,Printer,5,250,0.29,887.5,Credit Card,"Seattle, WA",Shipped
1722,C010,Sophia Anderson,2023-03-15,Phone,2,800,0.14,1376.0,Cryptocurrency,"Los Angeles, CA",Delivered
1723,C008,Olivia Martinez,2023-12-19,Printer,4,250,0.09,910.0,Cryptocurrency,"Miami, FL",Shipped
1724,C009,James Taylor,2023-11-24,Monitor,5,300,0.06,1410.0,Cryptocurrency,"Miami, FL",Shipped
1725,C005,Charlie White,2023-11-20,Monitor,1,300,0.02,294.0,Cryptocurrency,"Houston, TX",Shipped
1726,C006,Emma Davis,2023-10-11,Mouse,2,50,0.04,96.0,PayPal,"Miami, FL",Returned
1727,C003,Bob Johnson,2023-05-24,Smartwatch,1,200,0.14,172.0,,,Pending
1728,C008,Olivia Martinez,2023-03-23,Monitor,2,300,0.27,438.0,Cryptocurrency,"Atlanta, GA",Pending
1729,C002,Jane Smith,2023-06-05,Printer,1,250,0.16,121.56,Cryptocurrency,"Boston, MA",Returned
1730,C008,Olivia Martinez,2023-04-16,Monitor,2,300,0.1,540.0,Cryptocurrency,"Los Angeles, CA",Shipped
1731,C005,,2023-09-25,Printer,4,250,0.2,435.41,,"Boston, MA",Pending
1732,C004,Alice Brown,2023-04-14,Monitor,3,300,0.23,693.0,Cryptocurrency,"Houston, TX",Shipped
1733,C005,Charlie White,2023-05-12,Laptop,2,1200,0.16,2016.0,Cryptocurrency,"Miami, FL",Returned
1734,C009,,2023-10-23,Phone,3,800,0.3,1680.0,PayPal,"Boston, MA",Returned
1735,C003,Bob Johnson,2023-05-19,Tablet,5,500,0.17,2075.0,Bank Transfer,,Cancelled
1736,C007,David Wilson,2023-12-28,Headphones,2,150,0.3,210.0,Credit Card,"San Francisco, CA",Pending
1737,C003,Bob Johnson,2023-09-03,Phone,2,800,0.28,1152.0,Cryptocurrency,,Shipped
1738,C009,James Taylor,2023-07-09,Headphones,5,150,0.15,637.5,Cryptocurrency,"Denver, CO",Pending
1739,C001,John Doe,2023-11-25,Keyboard,4,100,0.08,368.0,Cryptocurrency,,Cancelled
1740,C005,Charlie White,2023-06-26,Tablet,1,500,0.19,405.0,PayPal,"Seattle, WA",Cancelled
1741,C002,Jane Smith,2023-03-31,Smartwatch,2,200,0.22,312.0,Bank Transfer,"Boston, MA",Pending
1742,C009,James Taylor,2023-02-27,Laptop,5,1200,0.18,4920.0,PayPal,"Atlanta, GA",Pending
1743,C003,Bob Johnson,2023-09-21,Camera,3,600,0.07,1674.0,PayPal,"Seattle, WA",Pending
1744,C007,David Wilson,2023-01-18,Tablet,1,500,0.1,450.0,PayPal,"Atlanta, GA",Shipped
1745,C005,,2023-11-09,Headphones,1,150,0.08,138.0,Cryptocurrency,"New York, NY",Returned
1746,C009,James Taylor,2023-12-21,Headphones,3,150,0.17,373.5,PayPal,"Atlanta, GA",Cancelled
1747,C008,Olivia Martinez,2023-05-28,Laptop,2,1200,0.16,2016.0,Bank Transfer,"Seattle, WA",Delivered
1748,C005,Charlie White,2023-11-19,Printer,5,250,0.12,1100.0,Credit Card,"Boston, MA",Returned
1749,C001,John Doe,2023-06-25,Smartwatch,1,200,0.23,154.0,Credit Card,"Los Angeles, CA",Returned
1750,C003,Bob Johnson,2024-02-30,Laptop,3,1200,0.06,3384.0,Cryptocurrency,"Seattle, WA",Cancelled
1751,C003,Bob Johnson,2023-10-21,Headphones,1,150,0.02,147.0,Credit Card,"Boston, MA",Shipped
1752,C005,Charlie White,2023-09-28,Phone,2,800,0.11,1424.0,,"Denver, CO",Shipped
1753,C008,Olivia Martinez,2023-05-19,Laptop,2,1200,0.03,2328.0,,"Denver, CO",Cancelled
1754,C005,Charlie White,2023-11-12,Smartwatch,2,200,0.24,304.0,,"Denver, CO",Shipped
1755,C001,John Doe,2023-08-09,Printer,2,250,0.09,455.0,Bank Transfer,"Atlanta, GA",Cancelled
1756,C002,Jane Smith,2023-02-14,Phone,3,800,0.17,1992.0,Bank Transfer,"Los Angeles, CA",Pending
1757,C005,Charlie White,2023-06-17,Keyboard,1,100,0.14,80.75,PayPal,"Denver, CO",Shipped
1758,C001,John Doe,2023-11-18,Smartwatch,4,200,0.01,877.08,Bank Transfer,"Miami, FL",Pending
1759,C006,Emma Davis,2023-08-30,Tablet,4,500,0.22,1560.0,Credit Card,"Miami, FL",Shipped
1760,C002,Jane Smith,2023-01-15,Headphones,2,150,0.06,282.0,,"Atlanta, GA",Pending
1761,C006,Emma Davis,2023-06-29,Headphones,1,150,0.08,138.0,PayPal,"Denver, CO",Shipped
1762,C001,John Doe,2023-05-05,Smartwatch,1,200,0.1,180.0,PayPal,,Delivered
1763,C004,Alice Brown,2023-07-06,Printer,3,250,0.11,667.5,,"Denver, CO",Delivered
1764,C006,Emma Davis,2023-10-10,Phone,3,800,0.17,1992.0,Bank Transfer,"San Francisco, CA",Shipped
1765,C003,Bob Johnson,2023-08-04,Printer,4,250,0.25,750.0,Bank Transfer,"Boston, MA",Pending
1766,C007,David Wilson,2023-01-24,Printer,5,250,0.09,875.37,PayPal,"San Francisco, CA",Returned
1767,C003,Bob Johnson,2023-07-15,Printer,4,250,0.26,740.0,Bank Transfer,"Denver, CO",Cancelled
1768,C006,Emma Davis,2023-12-26,Monitor,1,300,0.23,276.83,Cryptocurrency,"Denver, CO",Pending
1769,C001,John Doe,2023-11-21,Smartwatch,4,200,0.06,752.0,Cryptocurrency,"New York, NY",Returned
1770,C008,Olivia Martinez,2023-12-11,Camera,4,600,0.3,1680.0,,"Houston, TX",Delivered
1771,C001,John Doe,2023-07-24,Tablet,1,500,0.12,440.0,Cryptocurrency,"Los Angeles, CA",Shipped
1772,C006,Emma Davis,2023-01-28,Monitor,4,300,0.21,948.0,PayPal,"San Francisco, CA",Shipped
1773,C005,Charlie White,2023-09-19,Tablet,4,500,0.04,1920.0,PayPal,"Miami, FL",Delivered
1774,C008,Olivia Martinez,2023-04-02,Headphones,4,150,0.16,504.0,PayPal,"Chicago, IL",Delivered
1775,C010,Sophia Anderson,2023-05-25,Smartwatch,4,200,0.28,350.54,,"Chicago, IL",Delivered
1776,C005,Charlie White,2023-12-07,Keyboard,4,100,0.25,300.0,Credit Card,"San Francisco, CA",Shipped
1777,C007,David Wilson,2023-08-25,Phone,1,800,0.04,768.0,Bank Transfer,"San Francisco, CA",Delivered
1778,C007,David Wilson,2023-05-31,Phone,3,800,0.29,1704.0,Bank Transfer,,Pending
1778,C007,David Wilson,2023-05-31,Phone,3,800,0.29,1704.0,Bank Transfer,,Pending
1779,C001,John Doe,2024-02-30,Monitor,1,300,0.19,243.0,,"New York, NY",Shipped
1780,C004,Alice Brown,2023-04-23,Keyboard,3,100,0.5,150.0,Credit Card,"Atlanta, GA",Delivered
1781,C006,Emma Davis,2023-02-22,Monitor,4,300,0.12,1056.0,Bank Transfer,"San Francisco, CA",Shipped
1782,C001,John Doe,2023-03-26,Camera,2,600,0.01,1188.0,Credit Card,"Los Angeles, CA",Cancelled
1783,C008,Olivia Martinez,2023-04-27,Monitor,5,300,0.01,1485.0,Bank Transfer,"Houston, TX",Shipped
1784,C002,Jane Smith,2023-12-21,Printer,1,250,0.1,225.0,PayPal,"Seattle, WA",Cancelled
1785,C002,Jane Smith,2023-07-30,Phone,5,800,0.01,3960.0,,"Houston, TX",Shipped
1786,C008,Olivia Martinez,2023-09-10,Headphones,1,150,0.3,105.0,Bank Transfer,"San Francisco, CA",Pending
1787,C010,Sophia Anderson,2023-01-01,Headphones,3,150,0.17,373.5,Bank Transfer,"New York, NY",Shipped
1788,C010,Sophia Anderson,2023-07-28,Camera,2,600,0.14,1032.0,Bank Transfer,"New York, NY",Pending
1789,C007,David Wilson,2023-07-01,Headphones,5,150,0.02,735.0,PayPal,"Los Angeles, CA",Returned
1790,C003,Bob Johnson,2023-08-24,Printer,2,250,0.01,495.0,Bank Transfer,"Seattle, WA",Returned
1791,C001,John Doe,2023-08-27,Smartwatch,3,200,0.19,486.0,Credit Card,"Houston, TX",Pending
1792,C002,Jane Smith,2023-11-10,Smartwatch,4,200,0.19,648.0,Cryptocurrency,"New York, NY",Pending
1793,C005,Charlie White,2023-06-10,Headphones,1,150,0.3,105.0,Credit Card,"Los Angeles, CA",Shipped
1794,C009,James Taylor,2023-05-08,Smartwatch,1,200,0.02,196.0,PayPal,"San Francisco, CA",Returned
1795,C007,David Wilson,2023-05-24,Smartwatch,2,200,0.18,328.0,Bank Transfer,,Cancelled
1796,C008,Olivia Martinez,2023-04-27,Tablet,2,500,0.23,829.66,,"Denver, CO",Pending
1797,C002,Jane Smith,2023-07-11,Monitor,5,300,0.01,1485.0,PayPal,"San Francisco, CA",Shipped
1798,C008,Olivia Martinez,2023-12-28,Keyboard,3,100,0.12,264.0,Cryptocurrency,"Denver, CO",Cancelled
1799,C008,Olivia Martinez,2023-01-31,Mouse,4,50,0.1,180.0,Bank Transfer,,Shipped
1800,C007,David Wilson,2023-04-24,Mouse,2,50,0.14,86.0,PayPal,"Los Angeles, CA",Delivered
1801,C003,Bob Johnson,2023-10-31,Keyboard,4,100,0.23,308.0,Credit Card,"Houston, TX",Pending
1801,C003,Bob Johnson,2023-10-31,Keyboard,4,100,0.23,308.0,Credit Card,"Houston, TX",Pending
1802,C008,Olivia Martinez,2023-06-07,Camera,5,600,0.29,2130.0,Cryptocurrency,"Los Angeles, CA",Returned
1803,C005,Charlie White,2023-02-04,Headphones,3,150,0.14,387.0,Bank Transfer,"Boston, MA",Returned
1804,C004,Alice Brown,2023-03-27,Keyboard,2,100,0.23,154.0,Cryptocurrency,"Miami, FL",Delivered
1805,C002,Jane Smith,2023-12-18,Phone,4,800,0.13,2784.0,PayPal,"Seattle, WA",Returned
1806,C008,Olivia Martinez,2023-08-23,Printer,3,250,0.19,607.5,Credit Card,"Seattle, WA",Returned
1807,C007,David Wilson,2023-07-06,Phone,5,800,0.13,3730.01,,"Miami, FL",Cancelled
1808,C001,John Doe,2023-04-24,Camera,5,600,0.17,2490.0,Credit Card,"Atlanta, GA",Delivered
1809,C008,Olivia Martinez,2023-11-18,Mouse,3,50,0.1,135.0,Bank Transfer,"San Francisco, CA",Cancelled
1810,C007,David Wilson,2023-01-03,Mouse,2,50,0.24,76.0,,"Chicago, IL",Shipped
1811,C004,Alice Brown,2023-08-22,Phone,1,800,0.08,736.0,Bank Transfer,,Pending
1812,C007,David Wilson,2023-07-20,Camera,5,600,0.16,2520.0,PayPal,"Atlanta, GA",Delivered
1813,C010,Sophia Anderson,2023-08-03,Tablet,4,500,0.16,1680.0,PayPal,"Chicago, IL",Shipped
1814,C002,Jane Smith,2023-01-20,Laptop,2,1200,0.22,1872.0,Cryptocurrency,"Miami, FL",Pending
1815,C001,John Doe,2023-06-04,Keyboard,4,100,0.07,372.0,Cryptocurrency,"Seattle, WA",Cancelled
1816,C001,John Doe,2023-04-04,Mouse,5,50,0.07,232.5,Cryptocurrency,"New York, NY",Shipped
1817,C002,Jane Smith,2023-03-04,Tablet,1,500,0.15,501.39,PayPal,"New York, NY",Cancelled
